file,subject,phone_present,yunet_detected,pitch,yaw,roll,fallback_head_present
backface4_000.jpg,backface4,False,True,-10.375240649110841,6.541434285742513,-5.562937076565432,
backface4_001.jpg,backface4,True,True,-6.890063693677721,-3.5761106245280696,-0.8596449016598561,
backface4_002.jpg,backface4,True,True,-9.707861853360935,9.752360417002553,0.35890296811599465,
backface4_004.jpg,backface4,True,True,-7.819177470548077,17.815031989756836,0.22483327304449138,
backface4_006.jpg,backface4,True,True,-8.136673664895254,19.403878505977264,1.8860137247742446,
backface4_007.jpg,backface4,True,False,,,,True
backface4_008.jpg,backface4,False,False,,,,True
backface4_009.jpg,backface4,True,True,-10.161739580948332,7.882046898626862,0.80504651603879,
backface4_010.jpg,backface4,True,True,-20.767913144308675,10.303236349974416,-1.172845332456546,
backface4_011.jpg,backface4,True,False,,,,True
backface4_012.jpg,backface4,True,True,-1.9661180385694148,28.125635147085042,1.8841633479112136,
backface4_013.jpg,backface4,True,True,-5.209507040114162,-23.047855516328564,-6.597323445217247,
backface4_014.jpg,backface4,True,True,8.248720906831721,-26.674234500443266,-7.402744223236799,
backface4_015.jpg,backface4,True,True,-8.585392297096549,-62.3405929969737,-0.8322766481732081,
backface4_016.jpg,backface4,True,True,-20.836173723899158,-40.26938461966583,14.747912507234764,
backface4_017.jpg,backface4,True,True,-22.73149949303151,-69.19971897969148,8.902388982293147,
backface4_018.jpg,backface4,True,True,-14.628307118376375,-68.89204643280542,2.050156787707778,
backface4_021.jpg,backface4,True,True,-1.2496553319208947,43.141426203350385,6.943517568537638,
backface4_022.jpg,backface4,True,True,-3.386889133519791,-21.889891630639514,-1.714121475680224,
backface4_023.jpg,backface4,True,True,-1.4418967307996948,-29.698003901858335,-6.521491930092262,
backface4_025.jpg,backface4,True,False,,,,True
backface4_026.jpg,backface4,False,True,-16.052940747243447,-19.36031200362499,-6.4025782721195235,
backface4_028.jpg,backface4,False,True,-18.25087892705829,4.352962776352797,-2.13570798358763,
backface4_029.jpg,backface4,False,True,-30.49759135723948,-15.589434123699851,-2.6622970341169827,
backface4_031.jpg,backface4,False,False,,,,True
backface4_032.jpg,backface4,False,True,-10.272691000384157,31.266656744884976,-0.05900305737548442,
backface4_034.jpg,backface4,True,True,-9.473101096004411,25.808433607313457,-0.8090498086476116,
backface4_035.jpg,backface4,True,True,-6.823178763055981,23.9175647905034,-0.40041031550869133,
backface4_037.jpg,backface4,True,False,,,,True
backface4_038.jpg,backface4,True,False,,,,True
backface4_039.jpg,backface4,True,True,-0.16029056007036094,55.62918159850501,10.25918867225566,
backface4_040.jpg,backface4,True,True,-5.220932000350722,33.51688469407355,4.682855242566674,
backface4_041.jpg,backface4,True,True,-18.408940737986157,32.26622946059586,-7.000430261158821,
backface4_042.jpg,backface4,False,False,,,,True
backface4_043.jpg,backface4,False,False,,,,True
backface4_044.jpg,backface4,False,False,,,,True
backface4_045.jpg,backface4,False,True,2.9722632988907174,-10.034683368836301,1.4500297464178833,
backface4_046.jpg,backface4,False,True,-2.8203538847363228,7.589101938128859,-1.6575202725200193,
backface4_047.jpg,backface4,False,True,-3.9230918735197147,-0.9103589960223739,-2.1311194788063674,
backface4_048.jpg,backface4,False,True,-16.704037376973957,-5.503969868463444,-4.184341713275052,
backface4_049.jpg,backface4,False,True,-4.103779935324609,-47.89888141384672,2.2566975013057644,
backface4_050.jpg,backface4,False,True,-13.574081067250678,26.94997246543172,-8.381786087515831,
backface4_051.jpg,backface4,False,True,-19.019157764756198,23.89168063942496,-12.710748741527325,
backface4_052.jpg,backface4,False,True,-13.878775452135718,27.38064281950163,-8.632646335614753,
backface4_053.jpg,backface4,False,True,-11.593551739369708,23.249634258600853,-5.972941078062893,
backface4_054.jpg,backface4,False,True,-7.130381766638725,16.733267395397878,0.29718292322034867,
backface4_055.jpg,backface4,False,True,-6.903103091445958,2.256975974540152,-3.124823403978906,
backface4_057.jpg,backface4,False,True,-0.28529204540751896,-15.257674440936166,-0.7336734896068614,
backface4_059.jpg,backface4,False,False,,,,True
backface4_060.jpg,backface4,False,True,-7.804342829056334,19.710603207145756,-0.6185083373836517,
backface4_061.jpg,backface4,True,True,-5.170379351889153,-1.2884786340641963,3.8998020356355716,
backface4_062.jpg,backface4,False,True,-11.84079944703769,17.890218699026505,-1.9184766744130899,
backface4_063.jpg,backface4,False,True,-14.906840443366631,17.140443193882376,-3.464752122017046,
backface4_064.jpg,backface4,False,True,-16.213996376099313,10.50398016037304,-2.854218418222976,
backface4_066.jpg,backface4,False,True,-15.792639335170051,6.301682457805001,-1.1334114161208533,
backface4_067.jpg,backface4,False,False,,,,True
backface4_068.jpg,backface4,False,False,,,,True
backface4_069.jpg,backface4,False,True,-19.968845808657974,34.137041429253635,-12.588719036722196,
backface4_070.jpg,backface4,False,True,-11.467476173817333,33.357686415019685,-2.5976033947781336,
backface4_071.jpg,backface4,False,True,-11.017005288054932,39.710401453073594,-1.9739040501344962,
backface4_072.jpg,backface4,False,True,-24.829670504711736,-7.601405948397302,-0.6099131661104629,
backface4_073.jpg,backface4,False,True,-16.316374195849342,-6.037531638347388,1.1147171553945359,
backface4_074.jpg,backface4,False,True,-19.281932630447166,13.463398158918737,-5.567423264358037,
backface4_075.jpg,backface4,False,False,,,,True
backface4_076.jpg,backface4,False,False,,,,True
backface4_077.jpg,backface4,False,False,,,,True
backface4_078.jpg,backface4,False,False,,,,True
backface4_080.jpg,backface4,True,True,-10.45390434619563,2.3179709380867792,-0.5102457812031199,
backface4_081.jpg,backface4,True,True,-7.0828830262339135,17.822325863975955,2.347200337535107,
